date,label,category,title,mksa,content,harga yang dicari
5/3/2022,up,Finansial,Harga Minyak Mentah Indonesia melesat sebesar US$ 9.83 per barel,"Intinya... Jadi, harga minyak mentah Indonesia mengalami kenaikan dari dari US$ 85,98 pada Januari 2022 menjadi US$ 95.72 menurut keputusan Kementrian ESDM pada Bulan Februari 2022. Kenaikan itu dipicu dengan faktor meningkatnya harga minyak mentah yang dipengaruhi permintaan minyak mentah dunia, dan tegangnya perang Rusia Ukraina serta redanya pandemi Covid-19 menjadi alasan adanya peningkatan proyeksi pertumbuhan tahunan permintaan minyak dunia.","Indonesia Crude Price (ICP) atau harga minyak mentah Indonesia mengalami kenaikan pada Februari 2022. Harga minyak mentah Indonesia naik sebesar US$ 9.83, dari US$ 85,98 pada Januari 2022 menjadi US$ 95.72. Invasi Rusia pada Ukraina menambah kekhawatiran akan semakin terganggunya pasokan energi global. Perkembangan tersebut mendorong harga rata-rata minyak mentah utama di pasar internasional pada bulan Februari 2022. Kementrian ESDM menetapkan kenaikan tersebut pada Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 18.K/MG.03/DJM/2022 tentang Harga Minyak Mentah Indonesia Bulan Februari 2022, yang ditetapkan tanggal 1 Maret 2022. Faktor meningkatkan harga minyak mentah tersebut, merupakan efek dari peningkatkan harga minyak mentah utama juga dipengaruhi permintaan minyak dunia mengutip dari Executive Summary, Tim Harga Minyak Mentah Indonesia. Berdasarkan laporan IEA (International Energy Agency) pada bulan Februari 2022, terdapat peningkatan proyeksi pertumbuhan tahunan permintaan minyak dunia tahun 2022 sebesar 3,2 juta barel per hari menjadi 100,6 juta barel per hari yang dipicu oleh meredanya pembatasan Covid-19. Adapun perkembangan harga rata-rata minyak mentah dunia pada bulan Februari 2022 dibandingkan bulan Januari 2022 sebagai berikut: Dated Brent naik sebesar US$10,97 per barel dari US$87,22 per barel menjadi US$98,19 per barel WTI (Nymex) naik sebesar US$8,65 per barel dari US$82,98 per barel menjadi US$91,63 per barel Brent (ICE) naik sebesar US$8,53 per barel dari US$85,57 per barel menjadi US$94,10 per barel Basket OPEC naik sebesar US$8,83 per barel dari US$85,13 per barel menjadi US$93,96 per barel Lalu, berdasarkan Laporan Mingguan U.S. Energy Information Administration (EIA), terdapat penurunan stok Amerika Serikat pada akhir Februari 2022 dibandingkan akhir bulan sebelumnya yaitu stok gasoline turun 3,5 juta barel menjadi 246,5 juta barel, stok distillate turun 3,0 juta barel menjadi 119,7 juta barel. Sementara itu, kawasan Asia Pasifik memiliki faktor lain, harga minyak mentah juga dipengaruhi oleh peningkatan estimasi troughput 35 kilang gabungan di China yang terdiri dari kilang Sinopec, China National Offshore Oil Corporation (CNOOC), Petrochina dan Sinochem Corp, pada bulan Februari 2022 sebesar 3,2 persen dibandingkan bulan lalu menjadi 7,2 juta barel per hari. “Jepang kembali melanjutkan pemberian subsidi gasoline sebesar 5 yen per liter kepada distributor minyak. Pemberian subsidi telah dilaksanakan sejak 27 Januari 2022 melalui evaluasi penetapan yang dilakukan setiap minggu sebagai upaya Pemerintah untuk menjaga harga retail gasoline yang tinggi di negara tersebut,” lebih lanjut.",minyak mentah
6/3/2022,up,Finansial,"Penelitian tentang hubungan antara manusia dan hewan peliharaannya semakin banyak selama pandemi, ini hasilnya!","Intinya... Memiliki hewan peliharaan tentu krusial untuk menjaga pikiran tetap positif saat isolasi interaksi sosial yang terjadi selama masa pandemi, namun bila kita memiliki tanggungan lain, hal sebaliknya bisa terjadi.","Banyak dari kita mengandalkan hewan peliharaan kita untuk mencerahkan suasana hati kita dan meredakan ketegangan selama tekanan pandemi yang mengepul selama dua tahun terakhir. Penelitian tentang ikatan antara hewan peliharaan-manusia telah berkembang pesat selama pandemi, dan penelitian menunjukkan bahwa pemilik hewan peliharaan sering mengatakan bahwa hewan peliharaan mereka telah mengurangi kesepian, memberikan dukungan emosional yang sangat dibutuhkan dan memiliki dampak keseluruhan yang positif pada kesehatan mereka. Tetapi ketika sampai pada sains definitif tentang peran yang dimainkan hewan peliharaan selama pandemi, pesannya masih belum jelas. ""Ini semacam campuran baik dan buruk, jujur. Pemilik hewan peliharaan merasakan dampak positif, tetapi ketika Anda benar-benar mengukur tingkat stres atau gejala depresi mereka, Anda tidak melihat efek apa pun, (yang menunjukkan rendahnya tingkat stres)"" kata ilmuwan perkembangan Megan Mueller, yang ikut mengarahkan penelitian tersebut. Tufts Institute for Human-Hewan Interaction dan memimpin Lab Tufts Pets and Well-Being. Sejumlah penelitian menemukan hasil kesehatan yang menguntungkan bagi pemilik anjing yang lebih sering berjalan-jalan dan menghabiskan waktu di luar. Tetapi penelitian lain menemukan pemilik hewan peliharaan memiliki stres yang lebih tinggi dan lebih banyak depresi daripada pemilik non-hewan peliharaan. Itu mungkin dijelaskan oleh keadaan unik individu, kata Mueller, yang saat ini sedang mempersiapkan tinjauan sistematis penelitian hewan peliharaan pandemi untuk dipublikasikan. ""Jika Anda adalah seseorang yang tinggal sendirian dan terisolasi secara sosial selama pandemi, memiliki hewan peliharaan mungkin sangat penting,"" kata Mueller, yang merupakan profesor di Cummings School of Veterinary Medicine di Tufts University. Namun Ia juga menambahkan ""Jika Anda adalah orang tua dari anak-anak dan Anda menangani pekerjaan, sekolah virtual, dan penitipan anak, Anda mungkin tidak memiliki kebutuhan interaksi sosial yang sama dan beban merawat hewan peliharaan mungkin lebih tinggi."" Jadi ini benar benar tergantung dari situasi individu, serta apakah individu tersebut terisolasi secara interaksi sosial. Kondisi ekonomi juga mempengaruhi tingkat kebahagiaan hubungan manusia dengan hewan peliharaannya. Banyak keluarga berpenghasilan rendah yang terjebak dalam ketidakpastian ekonomi selama dua tahun terakhir mungkin tidak memiliki sarana untuk menyediakan perawatan hewan dan perawatan lain yang dibutuhkan untuk hewan mereka – apalagi diri mereka sendiri dan keluarga mereka. Penelitian baru tentang peran hewan peliharaan selama pandemi diterbitkan setiap hari, kata Mueller, dan dia berharap sains akan dapat mengungkap beberapa nuansa bagaimana hewan peliharaan kita membantu kita selama masa yang belum pernah terjadi sebelumnya ini.",hewan peliharaan (CPRO)
6/3/2022,up,Finansial,Harga Emas capai 1 Juta per Gram bikin rencana kedepan,"Intinya… Harga emas mengalami kenaikan dan mencapai 1 juta per gram, sehingga bisa menjadi pilihan investasi yang perlu dipertimbangkan karena termasuk aset yang aman dan memiliki risiko yang bisa di-manage jika punya tujuan investasi yang jelas.","Harga produksi PT Aneka Tambang atau Antam mengalami kenaikan sebesar Rp15.000. Kenaikan ini membuat harga emas hari ini berada di level Rp1,05 juta per gram. Sementara itu, harga jual kembali atau buy back juga mengalami kenaikan sebesar Rp17.000. Dengan demikian, harga buy back emas Antam saat ini adalah Rp912 ribu per gram. 1. Harga emas batangan Antam dalam pecahan lain Berikut ini harga emas batangan Antam per hari ini dalam pecahan lain: Harga emas 0,5 gram: Rp552,5 ribu; 1 gram: Rp1,05 juta; 2 gram: Rp1,950 juta; 3 gram: Rp2,9 juta; 5 gram: Rp4,8 juta; 10 gram: Rp9,545 juta; 25 gram: Rp23,737 juta; 50 gram: Rp47,395 juta; 100 gram: Rp94,712 juta. Harga jual emas tersebut belum termasuk Pajak Penghasilan (PPh) 22 atas emas batangan sebesar 0,45 persen bagi pemegang Nomor Pokok Wajib Pajak (NPWP). Bagi pembeli yang tidak menyertakan NPWP memperoleh potongan pajak lebih tinggi sebesar 0,9 persen. 2. Emas jadi aset aman investasi Emas bisa menjadi instrumen yang sangat berguna untuk mendiversifikasi portofolio investasi. Selain karena merupakan logam mulia yang banyak diminati, nilai emas juga cenderung bertolak belakang dengan aset investasi lain seperti ekuitas atau properti. Dengan demikian, di saat harga saham atau properti turun, nilai emas kemungkinan besar akan naik sehingga investor yang telah mendiversifikasi investasinya ke emas bisa bernapas lega karena tidak semua aset yang dimilik melemah nilainya. Emas juga bisa disebut sebagai asuransi untuk portofolio seorang investor, sehingga setiap investor setidaknya harus mengalokasikan sekitar 5 hingga 15 persen dari portofolio mereka untuk investasi terkait emas. 3. Tentukan dulu tujuan investasimu sebelum membeli emas Berinvestasi emas sering kali menjadi pilihan, terutama bagi para investor konservatif. Selain mudah, investasi emas juga cenderung aman. Sebab, risiko yang dimiliki tidak setinggi investasi pada instrumen saham. Nah, sebelum kamu memulai investasi, tentukan lebih dulu apa tujuan investasimu. Jika investasi untuk jangka pendek, tentu instrumen emas tidak cocok karena ada selisih harga jual dan harga beli. Alih-alih untung, kamu bisa merugi. Sebaliknya, jika kamu berinvestasi untuk jangka panjang, emas jadi instrumen yang cocok. Sebab, kamu akan mendapatkan keuntungan yang cukup signifikan.",emas
7/3/2022,up,Finansial,Auto Cuan dengan IPO Nanotech ?,"Intinya… PT Nano Herbaltama Internasional (NHI) yang merupakan anak perusahaan PT Nanotech Indonesia Global Tbk (NIG) akan berencana melantai Bursa Efek Indonesia (BEI) pada Maret 2022 dengan melepas 1.285.000.000 saham atau setara dengan sekitar 29,99% dari milik perusahaan dengan harga Rp 100 per saham atau Rp 10.000 per lot.","Halo teman - teman PukulEnam! Kayaknya buat temen - temen yang sering belajar saham dan crypto udah gampang ya melihat potensi yang bisa diambil sekarang - sekarang ini. Dengan ada nya perang antara Rusia dan Ukraina, terdapat banyak sekali kesempatan, apalagi bila dilihat dari segi komoditas, baik dari emas, nikkel, hingga batu bara. Tapi kali ini kita akan bahas satu sektor yang rasanya sudah hilang di permukaan dikarenakan oleh berita - berita perang ini. Yak, benar sekali, sektor kesehatan, harusnya sih teman - teman udah ga asing lagi ya dengan sektor ini. Pada tahun 2020 ketika pertama kali diumumkan kasus pertama COVID-19, IHSG semakin hari semakin turun, hingga mencapai level terendah, yaitu hingga di 3936. Salah satu sektor yang bertahan dalam kehancuran market itu adalah sektor kesehatan. Kesempatan dan potensi yang sama terlihat pula di saat ini. Melihat naiknya kasus pada COVID-19, terutama pada varian terbaru yaitu Omicron. ""Pada masa pandemi COVID-19, permintaan terhadap produk-produk untuk meningkatkan imunitas dan pencegahan penyakit meningkat relatif tinggi, salah satunya permintaan terhadap produk propolis,"" ujar Komisaris Utama PT Nanotech Indonesia Global Tbk (NIG), Nurul Taufiqu Rochman, dalam keterangan tertulis, Minggu (6/3/2022). PT Nano Herbaltama Internasional (NHI) yang merupakan anak perusahaan PT Nanotech Indonesia Global Tbk (NIG) dan NHI memiliki satu pabrik yang memiliki fasilitas Cara Pembuatan Obat Tradisional yang Baik (CPOTB) di Jawa Barat. Hal ini dianggap menjadi jendela omset yang dapat mencapai milliaran. ""Omzet propolis cukup tinggi, potensinya bisa mencapai Rp 20 miliar per tahun, sedangkan metode produksi berbasis riset Nanoteknologi tersebut berpotensi untuk dipatenkan yang akan berlaku selama 20 tahun,"" kata Nurul. Tentunya, hal ini didasarkan oleh prospek pertumbuhan ekonomi dan teknologi Indonesia di kemudian hari. ""Pada masa mendatang, permintaan di sektor kesehatan, farmasi dan kecantikan akan terus meningkat sejalan dengan kebangkitan perekonomian Indonesia menyongsong negara maju,"" kata Nurul. NIG berencana melantai bursa pada Maret 2022 dengan mekanisme penawaran umum perdana atau IPO dengan kode saham NANO. NIG berencana untuk melepaskan dengan melepas 1.285.000.000 saham atau setara dengan sekitar 29,99% dari perusahaan tersebut dan tentunya dengan harga Rp 100 per saham atau Rp 10.000 per lot. Dana yang didapat dari penawaran umum ini diperkirakan mencapai Rp 128,5 miliar. Nah kira - kira bagaimana dengan dana yang didapat dari bursa? ""Dana yang terhimpun untuk meningkatkan kinerja perseroan, termasuk untuk lini usaha farmasi dan obat herbal,"" ujar Suryandaru, Direktur Utama Nanotech Indonesia Global. Dengan melihat prospek dari perseroan, sebesar Rp 16,7 miliar dana dari hasil IPO akan digunakan untuk keperluan modal berupa mesin dan perlengkapan yang akan digunakan oleh NIG dalam pelayanan teknologi kesehatan, kosmetik, dan farmasi. Tentunya tak lupa untuk pengembangan perusahaan sendiri. Nah, sekarang, bagaimana menurut teman - teman sendiri? Keknya bakal cuan ga sih kalau beli NANO pas IPO?",pt nano herbaltama internasional
10/3/2022,up,Finansial,Kelanjutan tutupnya perusahaan besar dan peluang investasi di Rusia,"Intinya...Rusia akan menjadi negara tersehat, ter-edukasi, dan ter-lurus di planet bumi dalam beberapa minggu ke depan. Hal tersebut dikarenakan beberapa gerai waralaba junk food, media, dan situs porno berhenti beroperasi di Rusia. Ini tentu hanya lelucon namun juga memunculkan peluang investasi.","Kepergian perusahaan-perusahaan besar beberapa minggu belakang yang terjadi di Rusia masih berlanjut hingga sekarang. McDonald baru-baru ini memberhentikan sementara bisnis mereka di 850 lokasi, Starbucks akan menutup 100 kedainya, dan terakhir Coca-Cola yang 2% pendapatan dan pendapatan operasional perusahaan nya berasal dari Rusia juga melakukan hal yang serupa. CEO Mcdonald Chris Kempczinski yang menulis surat kepada pemegang waralaba dan karyawan mengatakan bahwa: “Dalam tiga puluh tahun lebih McDonald's beroperasi di Rusia, kami telah menjadi bagian penting dari 850 komunitas tempat kami beroperasi. Pada saat yang sama, nilai-nilai kami mengajarkan bahwa kami tidak dapat mengabaikan penderitaan manusia yang tidak perlu terjadi di Ukraina” Ia juga berjanji akan terus membayar 62.000 pekerjanya di Rusia dan menyumbangkan US$ 5 juta untuk dana bantuan karyawannya yang berada di Ukraina.Lelucon dan Opini Beberapa lelucon yang beredar seputaran keadaan ini kurang lebih berisi: “Jika mereka terus mendapatkan sanksi, masyarakat Rusia akan menjadi orang-orang tersehat, ter-lurus, dan paling ter-edukasi di planet bumi” ujar akun Twitter terkenal @1Fubar yang dikutip oleh media GB News. Bagaimana tidak, selain beberapa gerai FnB di atas, PornHub dan CNN juga telah menghentikan pelayanan mereka di Rusia. Ke-tabuan pun sedang terjadi karena kedua negara yang sama-sama menggunakan ‘topi pesta’ McDonald (dan sama-sama penganut paham demokrasi) sekarang sedang berperang. Dalam artikel Bloomberg Opinion berikut, Matt Levine menyimpulkan hanya ada dua alasan penting untuk menghentikan bisnis di Rusia: Moral reasons Hal ini berkaitan erat dengan sudut pandang CEO dan juga tekanan dari pemegang saham, karyawan, dan konsumen. Namun ini juga bisa menjadi serangan balik karena ada biaya kesempatan (opportunity cost) yang berbentuk ‘agresi’ yang akan dihasilkan oleh konsumen anda di Rusia. Dalam sudut pandang bisnis ESG (Environmental, Social, and Governance) seperti minyak dan gas ini merupakan pilihan yang tepat karena anda berurusan dengan pemerintah sedang dalam sudut non-ESG, anda bisa mengambil resiko untuk invest misal di saham-saham Rusia yang kena diskon. Ingat high risk high return formula (dan juga jika anda tidak peduli benar soal menjadi seorang ‘polisi’ moral). Risk reasons Ini sudah jelas karena ada faktor resiko yang terjadi sekarang. Jika memang ada aset dan bangunan yang sedang dibangun sekarang di Kremlin, kemungkinan besar itu semua akan disita oleh pihak Rusia dan masyarakatnya pun tidak akan mempunyai daya beli apa-apa (dikarenakan inflasi dan lain-lain). Terlepas dari dua alasan tersebut, jangan lupa dahulu pada Perang Dunia Kedua pihak USA meminta bantuan mafia Italia untuk membantu mereka di Sisilia. Terkadang peluang investasi juga mungkin ada di saat seperti ini.",pasar modal rusia ?
11/3/2022,down,Finansial,"Jangan isi asal-asalan SPT tahunan, Kamu Bisa Dipidana!","Intinya… Batas waktu pengisian dan pelaporan SPT Tahunan sudah mau berakhir. Dan ternyata, keterlambatan pengisian dan pelaporan, kesengajaan tidak melapor, hingga mengisi dengan asal-asalan bisa kena sanksi, loh. Bahkan, bisa kena sanksi pidana juga.","Bulan Maret mungkin menjadi bulan yang cukup bikin malas bagi sebagian orang. Apakah kamu termasuk? Hal ini berkaitan dengan batas akhir pengisian Surat Pemberitahuan atau SPT Tahunan untuk pelaporan pajak. ebenarnya, SPT Tahunan untuk Wajib Pajak (WP) orang pribadi sudah bisa mulai dilakukan sejak awal tahun, 1 Januari 2022. Namun, tidak jarang orang-orang baru ramai mengisi SPT dan melaporkan pajak mereka di batas akhir pelaporan, yakni menjelang 31 Maret 2022. Beberapa hal yang membuat orang malas untuk melapor terkadang berkaitan dengan sistem pelaporannya, baik dari bagaimana pengisiannya hingga sistem online yang mungkin masih membuat sebagian orang bingung. Meski merasa malas dan bingung, kamu tetap harus melaporkan pajak dengan pengisian SPT tahunan, tidak boleh dengan sengaja tidak melaporkan. Lalu, pengisian SPT tahunan ini juga tidak boleh asal-asalan. Ternyata, permasalahan pengisian SPT yang asal-asalan dan kesengajaan tidak melapor ini sudah dibahas di Undang-Undang, dan ada sanksi pidananya loh. “Undang-Undang juga mengatur dapat dikenakan sanksi pidana bila terbukti dengan sengaja tidak melaporkan SPT, atau melaporkan SPT tetapi isinya tidak benar atau sengaja tidak melaporkan penghasilannya, atau tidak lengkap,” ujar Neil selaku Direktur Penyuluhan, Pelayanan, dan Humas DJP, yang dikutip dari Kompas.com (10/03/2022). Selain sanksi pidana, pastinya ada sanksi denda yang jelas akan dilayangkan pada WP yang melanggar. WP yang terlambat atau tidak melaporkan SPT tahunannya akan menerima denda sebesar Rp 100.000 sebagaimana diatur dalam Pasal 77 Undang-Undang Ketentuan Umum dan Tata Cara Perpajakan. Akan dikeluarkan Surat Tagihan Pajak (STP) untuk meminta denda keterlambatan melapor. Alurnya seperti ini: 7 hari setelah STP dikeluarkan dan WP masih belum membayar denda keterlambatan ataupun melunasi utang pajak, maka akan diterbitkan Surat Teguran. Setelah 21 hari sejak Surat Teguran diberikan dan WP masih belum ada itikad baik, maka DJP (Direktorat Jenderal Pajak) akan mengeluarkan Surat Paksa. P akan diberikan waktu 2x24 jam untuk melunai utang pajak setelah Surat Paksa dilayangkan. Bila tetap tidak ada pergerakan dari WP, maka DJP akan menerbitkan Surat Perintah Melaksanakan Penyitaan, dan Juru Sita Pajak akan melakukan penyitaan terhadap barang milik Penanggung Pajak",
12/3/2022,down,Finansial,"Revenge Putin atas Sanksi Negara Barat, Rusia: Aset mu milikku…","Intinya... Rusia akan mengambil alih aset perusahaan-perusahaan yang akan meninggalkan Rusia. Hal ini dilakukan Presiden Rusia, Vladimir Putin atas sanksi yang diberikan oleh negara barat.","Perusahaan kelas dunia menarik diri dari Rusia setelah invasi militer Rusia terhadap Ukraina. Lebih dari 50 perusahaan menutup toko dan pabrik serta menunda produksi. Hal tersebut terjadi hanya selang sepekan Rusia menyerang Ukraina. ""Kita perlu bertindak tegas terhadap perusahaan yang akan menghentikan produksi mereka. Kita perlu mentransfer perusahaan-perusahaan ini kepada mereka yang ingin tetap beroperasi di Rusia,"" ujar Putin dalam video yang disiarkan oleh media Rusia, seperti dilansir CNN Business, Jumat (11/3). ""Kita perlu bertindak tegas terhadap perusahaan yang akan menghentikan produksi mereka. Kita perlu mentransfer perusahaan-perusahaan ini kepada mereka yang ingin tetap beroperasi di Rusia,"" ujar Putin dalam video yang disiarkan oleh media Rusia, seperti dilansir CNN Business, Jumat (11/3).Perdana Menteri Rusia Mikhail Mishustin dalam menjalankan perintah Putin mengatakan bahwa undang-undang untuk mengatur tindakan tersebut telah dirancang. ""Jika pemilik asing menutup perusahaan secara tidak wajar, maka dalam kasus itu pemerintah dapat mengusulkan pemberlakuan administrasi eksternal. Bergantung pada keputusan pemilik yang akan menentukan nasib perusahaan di masa depan,"" kata Mishustin. Pemerintah Rusia menerbitkan 200 lebih daftar barang dan peralatan yang sebelumnya diimpor akan disita. Menurut situs web pemerintah item yang akan disita termasuk sarana teknologi, telekomunikasi, peralatan medis, kendaraan, mesin pertanian, peralatan listrik serta mobil dan lokomotif kereta api, kontainer, turbin, logam dan batu. Kemudian, mesin pengolah, monitor, proyektor, konsol, dan panel. Pembatasan tersebut akan terus berlaku hingga akhir 2022. ""Tugas utamanya adalah untuk mempertahankan kegiatan organisasi dan pekerjaan. Sebagian besar bisnis mengumumkan pemberhentian sementara sambil mempertahankan pekerjaan dan upah, dan kami akan memantau situasi ini dengan cermat,"" imbuhnya. FYI, Langkah eksodus Goldman Sachs menegaskan bahwa mereka berhenti beroperasi di Rusia sepenuhnya. Langkah ini sebelumnya sudah dilakukan oleh perusahaan-perusahaan besar seperti McDonalds, Coca-Cola, Apple, BP serta Shell dan juga ada kemungkinan diikuti oleh bank-bank lainnya. Menurut surat kabar Rusia Izvestiya, Pemerintah Rusia dapat mengambil alih perusahaan yang ada pada daftar perusahaan yang memutuskan untuk angkat kaki dari Rusia, yang telah disusun oleh Organisasi hak-hak konsumen Rusia. Ada 59 daftar perusahaan yang dilaporkan dikirim ke Pemerintah Rusia dan Kejaksaan Agung. Volkswagen, Apple, IKEA Microsoft, IBM, Shell, McDonald’s, Porsche, Toyota, H&M diantaranya menjadi deretan perusahaan pada daftar tersebut.",saham perusahaan yang ada cabang di rusia ?
13/03/2022,down,Finansial,Softbank: Sayounara Nusantara-Kun!,Intinya... SoftBank Group Jepang batal berinvestasi di proyek ibu kota baru Indonesia.,"Beberapa hari yang lalu, tepatnya Jumat (11/3) SoftBank Group akhirnya secara resmi mengurungkan niatnya untuk turut berinvestasi dalam pemindahan ibukota negara. SoftBank melewatkan proyek terkait dengan pemindahan ibu kota baru Indonesia. ""Tetapi (Softbank) terus berinvestasi di Indonesia melalui Vision Fund dan perusahaan portofolionya,"" kata juru bicara perusahaan kepada Reuters, Jumat (11/3). Pada 2020, Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan mengungkapkan SoftBank Corp akan berinvestasi sebesar US$ 100 miliar atau setara Rp 1.400 triliun untuk pemindahan ibukota negara. Dengan dana sebesar itu, diperkirakan cukup untuk proses pembangunan sampai lima tahun ke depan! ""Karena dia [Masayoshi] desak saya terus, dia mau investasi hampir US$ 100 miliar. Menurut saya too good to be true,"" kata Luhut kala 2020 silam. CEO SoftBank Masayoshi Son bahkan telah bertemu secara khusus dengan Presiden Jokowi pada 10 Januari 2022. Dalam pertemuan tersebut, ia menyatakan ketertarikannya untuk ikut menggarap ibu kota baru. Kepala negara pun secara tidak langsung menjelaskan alasan pemerintah memindahkan lokasi Ibu Kota baru yang terletak di Kecamatan Sepaku, Kabupaten Penajam Paser Utara, Kalimantan Timur. Untuk diketahui, SoftBank dilanda kejatuhan valuasi portofolio pada hari-hari awal pandemi Covid-19. Situasi tersebut memaksa aksi jual aset. Baru-baru ini, perusahaan tersebut dilanda penurunan saham. Saham SoftBank ditutup turun 6% pada Hari Jumat (11/3/2022) dan diperdagangkan mendekati posisi terendah dalam dua tahun terakhir. Pada Bulan November tahun lalu, mereka melakukan pembelian kembali saham senilai 1 triliun yen atau US$ 8,6 miliar.",softbank group 
14/03/2022,down,Finansial,Investasi properti cuan 150%!,"Intinya...Yang membuat investasi di properti bisa cuan sampai 150% itu lokasi, aksesibilitas, fasilitas penunjang dan “tetangga” (cluster) dari properti yang dimiliki, jadi jangan asal beli rumah atau ruko ya!","Kalau ngomongin invest properti kayaknya susah banget deh. Buat para penduduk, khusus nya millennial rasanya susah sekali untuk beli rumah. Hal ini dikarenakan harga tanah yang tiap tahun makin mahal. Oleh karena itu, tidak banyak penduduk Indonesia, terutama yang tinggal di kota-kota besar, lebih memilih untuk tetap menyewa tempat tinggal mereka. Tapi bagaimana solusi dari masalah ini? Kali ini kita akan bahas salah satu perumahan di Cibitung, daerah pinggir Bekasi yang letaknya dekat Cikarang. Nah buat teman - teman yang pengen beli rumah baik untuk tempat tinggal atau investasi, yuk, mari dicek! ""Kami mengedepankan hunian, dan akses yang oke buat masyarakat. Di sini, untuk rumah tipe 27 aja di harga pertama tahun 2019 senilai Rp 395 juta, dan sekarang di tahun 2022 sudah ada di harga Rp 440 juta. Itu kan nilai naiknya jauh banget,"" kata Marketing Golden Cibitung Laila kepada detikcom, ditulis Jumat (11/3/2022). Eittss… tapi hal yang sama juga diberitahu oleh penghuni lama Cibitung. ""Saya sudah tinggal di rumah yang ada di Metland Cibitung dari 2015. Walaupun suami kerja di Jakarta, saya tetap pilih ambil di sini karena rumah di Jakarta harganya sudah selangit. Fasilitas dan aksesnya juga udah lengkap kok. Pas 2015, saya beli rumah di harga Rp 200 jutaan aja, eh taunya sekarang rumah di Metland paling murah aja udah di harga Rp 500 jutaan,"" katanya kepada detikcom ditulis Jumat (11/3/2022). Trus… kira-kira apa sih yang bikin rumah di Cibitung ini cuan 150%? Pengamat Properti Ali Tranghanda mengatakan bahwa kenaikan harga properti sangat dipengaruhi oleh lokasi yang strategis. Hal yang sama juga diberitahu oleh Senior Associate Director Research Colliers International Indonesia Ferry Salanto, kenaikan harga suatu properti dipengaruhi oleh aksesibilitas dan fasilitas suatu properti. Hal ini pula ditambah dengan struktur dari cluster suatu perumahan. Jadi bagaimana menurut teman-teman? Layak ga sih kalau properti jadi sarana investasi teman-teman? Tentunya jangan lupa dengan profil risiko teman-teman ya.",properti (rumah atau ruko)
16/03/2022,up,Finansial,Pemerintah subsidi minyak goreng curah,Intinya...Pemerintah akhirnya memutuskan untuk memberikan harga subsidi terhadap minyak goreng curahan yaitu sebesar Rp. 14.000/liter,"Setelah krisis minyak goreng yang kita alami, kemarin Selasa (15/3/2022) Menteri Koordinator Bidang Perekonomian Airlangga Hartarto menyampaikan bahwa Pemerintah memutuskan untuk memberikan subsidi minyak goreng curah. Hal itu menimbang kondisi penyaluran dan kenaikan harga dari komoditas global. ""Dalam internal terbatas tadi diputuskan bahwa pemerintah memperhatikan situasi penyaluran dan juga keadaan daripada distribusi minyak goreng, kemudian dengan memperhatikan situasi global, di mana terjadi kenaikan harga-harga komoditas termasuk minyak-minyak nabati dan di dalamnya minyak kelapa sawit,"" ucapnya Oleh karena itu, harga yang pemerintah putuskan dalam subsidi minyak goreng curah adalah sebesar Rp. 14.000. ""Maka pemerintah memutuskan bahwa pemerintah akan mensubsidi harga minyak kelapa sawit curah itu sebesar 14.000 per liter dan subsidi akan diberikan berbasis kepada dana dari BPDPKS,"" tambahnya Walaupun begitu, untuk minyak goreng kemasan lain harganya akan sesuai dengan harga keekonomian ""Terkait dengan harga kemasan lain, ini tentu akan menyesuaikan terhadap nilai daripada keekonomian sehingga tentu kita berharap bahwa dengan nilai keekonomian tersebut minyak sawit akan tersedia di pasar modern maupun di pasar tradisional ataupun di pasar-pasar,"" ucapnya",minyak goreng
