,label,en_text,id_text
184,positive,Diluted EPS rose to EUR3 .68 from EUR0 .50 .,"EPS terdilusi naik menjadi EUR3 0,68 dari EUR0,50."
185,positive,EBIT margin was up from 1.4 % to 5.1 % .,"Margin EBIT naik dari 1,4% menjadi 5,1%."
187,positive,"EPS for the quarter was EUR0 .00 , as compared with EUR0 .01 in the third quarter of 2008 , representing a Group net sales for the third quarter were EUR15 .3 m , up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008 .","EPS untuk kuartal ini adalah EUR0,00, dibandingkan dengan EUR0,01 pada kuartal ketiga 2008, mewakili penjualan bersih Grup untuk kuartal ketiga adalah EUR15,3 m, naik 2,8% dibandingkan dengan EUR14,9 m di triwulan ketiga tahun 2008 ."
188,positive,"EPS from continuing operations came in at 0.30 eur , up from 0.17 .","EPS dari operasi yang berlanjut masuk pada 0,30 eur, naik dari 0,17."
189,positive,"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .","Rasio ekuitas adalah 60,9% dibandingkan dengan 54,2% Pada kuartal ketiga tahun 2007, penjualan bersih dari Bisnis Makanan Beku berjumlah EUR 11,0, naik sekitar 5% dari kuartal ketiga tahun 2006."
190,positive,"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",EUR928.000 pada Q1 2010 6 Mei 2010 - Perusahaan desain tekstil dan pakaian Finlandia Marimekko Oyj ( HEL : MMO1V ) mengatakan hari ini laba bersihnya naik menjadi EUR928.000 pada kuartal pertama 2010 dari EUR13.000 pada periode yang sama tahun sebelumnya .
191,positive,"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .","Elcoteq SE yang berbasis di Finlandia, penyedia layanan manufaktur elektronik swasta untuk perusahaan komunikasi, mengatakan Kamis bahwa pihaknya menandatangani kesepakatan pasokan manufaktur jangka panjang dengan perusahaan peralatan komunikasi Andrew Corp."
192,positive,Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,"Pembuat peralatan makan dan perkakas tangan Finlandia Fiskars Oyj Abp ( HEL : FISAS ) mengatakan hari ini laba bersihnya naik menjadi EUR 24,1 juta ( USD 33,6 juta ) pada kuartal ketiga 2010 dari EUR 17,9 juta setahun sebelumnya ."
193,positive,Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,"Jaringan department store Finlandia Stockmann Oyj Abp laba bersih naik menjadi 39,8 juta euro ($ 56,8 juta) untuk sembilan bulan pertama tahun 2007 dari 37,4 juta euro ($ 53,4 juta) untuk periode yang sama tahun 2006 ."
194,positive,"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .","Pembuat peralatan pengangkat Finlandia Konecranes Oyj mengatakan pada 30 Juli 2008 bahwa laba bersihnya naik menjadi 71,2 juta euro ($111,1 juta) untuk semester pertama 2008 dari 57,1 juta euro ($89,1 juta) untuk periode yang sama tahun 2007."
195,positive,Finnish messaging solutions developer Tecnomen Corporation ( OMX Helsinki : TEM1V ) said on Thursday ( 11 December ) that it has received an expansion order for its Convergent Charging solution in Latin America .,Pengembang solusi pesan Finlandia Tecnomen Corporation ( OMX Helsinki : TEM1V ) mengatakan pada hari Kamis ( 11 Desember ) bahwa mereka telah menerima pesanan perluasan untuk solusi Pengisian Konvergen di Amerika Latin .
196,positive,Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,"Pemasok solusi industri logam Finlandia, Outotec Oyj, laba bersih naik menjadi 50,4 juta euro ($72,5 juta) untuk sembilan bulan pertama tahun 2007 dari 20,1 juta euro ($28,9 juta) untuk periode yang sama tahun 2006."
197,positive,Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,"Perusahaan produk logam Finlandia Componenta Oyj laba bersih naik menjadi 26,1 juta euro ($ 35,9 juta) untuk kuartal pertama tahun 2007 dari 5,3 juta euro ($ 7,3 juta) untuk periode yang sama tahun 2006."
198,positive,Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,"Dealer perlengkapan kantor dan aksesoris komputer Finlandia Beltton-Group Plc mengatakan laba bersihnya naik menjadi 1,3 juta euro ($ 1,7 juta) pada 2006 dari 1,13 juta euro ($ 1,5 juta) pada 2005."
199,positive,"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .","Pengembang solusi perangkat lunak keamanan dan privasi Finlandia Stonesoft Oyj mengatakan pada 7 Januari 2008 bahwa penjualan awal produk StoneGate tumbuh sebesar 59 persen tahun-ke-tahun menjadi 3,6 juta euro ($ 5,3 juta) untuk kuartal keempat tahun 2007."
200,positive,"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .","Perusahaan teknologi wafer silikon Finlandia Okmetic Oyj ( OMX Helsinki : OKM1V ) melaporkan pada hari Kamis ( 7 Agustus ) laba operasi sebesar EUR5 ,3 m untuk periode Januari-Juni 2008, naik dari EUR3,3 m pada periode yang sama tahun 2007 ."
201,positive,Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,"Pengembang perangkat lunak Finlandia Done Solutions Oyj mengatakan laba bersihnya meningkat menjadi 3,5 juta euro ($ 4,6 juta) pada tahun 2006 dari 2,3 juta euro ($ 3,0 juta) pada tahun 2005."
202,positive,First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,Laba operasional yang mendasari kuartal pertama naik menjadi 41 juta euro dari 33 juta tahun sebelumnya.
203,positive,"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .","Setelah akuisisi, Relacom akan memperkuat kehadirannya di Finlandia, melayani pasar operator dan perkantoran dengan jasa konstruksi, instalasi dan pemeliharaan jaringan bergerak dan tetap."
204,positive,"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .","Selama sembilan bulan pertama tahun 2010 , laba bersih perusahaan naik menjadi EUR41 juta dari EUR30 juta untuk periode yang sama tahun 2009 ."
205,positive,"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .","HELSINKI ( AFX ) - Grup ritel dan grosir Kesko melaporkan penjualan bersih sebesar 659,4 juta euro untuk Februari, meningkat 10,8 persen tahun-ke-tahun."
206,positive,"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .","Namun , penjualan bersih pada tahun 2010 terlihat telah tumbuh menjadi EUR598 ,3 m dari EUR582 ,3 m pada tahun 2009 ."
207,positive,"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .","Namun, penjualan kembali tumbuh pada April-Juni 2010, kata CEO Pekka Eloholma."
208,positive,"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .","Ragutis, yang dikendalikan oleh tempat pembuatan bir Finlandia, melaporkan kenaikan 5,4 persen dalam penjualan bir menjadi 10,44 juta liter dan memegang pangsa pasar 11,09 persen."
209,positive,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .","Svyturys-Utenos Alus, yang dikendalikan oleh grup Nordik Baltic Beverages Holding (BBH), membukukan pertumbuhan 4,7 persen dalam penjualan bir untuk Januari-Mei menjadi 46,22 juta liter."
211,positive,"In addition , Kone signed a two-year maintenance contract for the escalators .","Selain itu, Kone menandatangani kontrak pemeliharaan dua tahun untuk eskalator."
212,positive,"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .","Pada bulan Desember saja , anggota Asosiasi Pembuat Bir Lithuania menjual total 20,3 juta liter bir , meningkat 1,9 persen dari penjualan 19,92 juta liter pada Desember 2004 ."
213,positive,"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .","Pada Januari-September 2009, pendapatan bunga bersih Grup meningkat menjadi EUR 112,4 juta dari EUR 74,3 juta pada Januari-September 2008."
214,positive,"In Q1 of 2010 , Bank of +_land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .","Pada Q1 tahun 2010, pendapatan bunga bersih Bank of +_land meningkat dari EUR 9,1 juta menjadi EUR 9,7 juta."
215,positive,"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .","Di Swedia , laba operasi untuk periode yang ditinjau berjumlah EUR 3,4 juta , naik 30,8% dari periode yang sama tahun 2005 ."
216,positive,"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .","Pada kuartal keempat tahun 2009, laba bersih Orion naik 33,8% tahun-ke-tahun menjadi EUR33 juta."
217,positive,"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .","Pada kuartal kedua 2010, laba bersih grup naik menjadi EUR 3,1 juta dari EUR 2,5 juta pada April-Juni 2009 ."
218,positive,"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .","Pada kuartal kedua tahun 2010, laba bersih grup naik menjadi EUR3 ,1 m dari EUR2,5 m pada bulan April-Juni 2009 ."
219,positive,"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .","Pada kuartal ketiga, penjualan bersih meningkat sebesar 12% tahun-ke-tahun menjadi EUR 159,5 juta, atau sebesar 6% pada pertumbuhan nilai tukar mata uang yang sebanding."
220,positive,"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .","Pada kuartal ketiga, penjualan bersih meningkat sebesar 12% tahun-ke-tahun menjadi EUR159,5 juta, atau sebesar 6% pada pertumbuhan nilai tukar mata uang yang sebanding."
222,positive,Its market share widened to 48.51 percent from 48.31 percent a year earlier .,"Pangsa pasarnya melebar menjadi 48,51 persen dari 48,31 persen setahun sebelumnya."
224,positive,"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .","Kesko Agro Eesti , pengecer dan pedagang grosir biji - bijian , mesin pertanian dan pergudangan dan aksesoris , memiliki penjualan bersih sebesar 81 juta euro pada tahun 2007 , meningkat sepersepuluh dari tahun sebelumnya ."
225,positive,"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .","Bisnis ritel dan impor mobil Kesko, VV-Auto, mencatatkan pertumbuhan penjualan sebesar 17,1 persen."
226,positive,Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,Penjualan bersih Kone naik sekitar 14% tahun-ke-tahun dalam sembilan bulan pertama tahun 2008 .
227,positive,"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .","( ADP News ) - 11 Feb 2009 - Penyedia solusi perangkat lunak manajemen Finlandia Ixonos Oyj ( HEL : XNS1V ) mengatakan hari ini laba bersihnya naik menjadi EUR 3,5 juta ( USD 4,5 juta ) untuk tahun 2008 dari EUR 3,1 juta untuk tahun 2007 ."
228,positive,"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .","( ADP News ) - 12 Feb 2009 - Penyedia solusi IT Finlandia Affecto Oyj ( HEL : AFE1V ) mengatakan hari ini laba bersihnya naik menjadi EUR 8,5 juta ( USD 11m ) pada tahun 2008 dari EUR 7 juta pada tahun 2007 ."
229,positive,"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .","( ADP News ) - 6 Feb 2009 - Perusahaan alat pancing Finlandia Rapala VMC Corp ( HEL : RAP1V ) mengatakan hari ini laba bersihnya naik menjadi EUR 19,2 juta ( USD 24,6 juta ) untuk tahun 2008 dari EUR 17,5 juta untuk tahun 2007 ."
230,positive,"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1","( ADP News ) - 5 Nov 2008 - Pembuat produk dan solusi pengukuran elektronik Finlandia Vaisala Oyj ( OMX : VAIAS ) mengatakan hari ini bahwa laba bersihnya naik menjadi EUR 18 juta ( USD 23,1 juta ) untuk sembilan bulan pertama tahun 2008 dari EUR 1"
231,positive,"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s","( ADP News ) - 29 Okt 2008 - Pembuat alat pengangkat Finlandia Konecranes Oyj ( OMX : KCR1V ) mengatakan hari ini bahwa laba bersihnya naik menjadi EUR 116,6 juta ( USD 149,1 m ) dalam sembilan bulan pertama tahun 2008 dari EUR 73,6 juta untuk s"
232,positive,"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .","Metso mengharapkan penjualan bersihnya meningkat sekitar 10% di tahun 2008, dengan nilai tukar yang sebanding."
234,positive,"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy , both owned by Finnish food manufacturers , for the supply of animal fat for biodiesel production at Neste 's 200,000 b-cd Porvoo , Finland , refinery .","Neste Oil Corp . telah menandatangani kontrak pengadaan jangka panjang dengan Honkajoki Oy dan Findest Protein Oy , keduanya dimiliki oleh produsen makanan Finlandia , untuk pasokan lemak hewani untuk produksi biodiesel di penyulingan Neste's 200.000 b-cd Porvoo, Finlandia."
235,positive,Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,"Pendapatan bunga bersih meningkat 4,5 % menjadi EUR 31,4 juta dari EUR 30,0 juta pada tahun 2004 ."
236,positive,"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .","Pendapatan bunga bersih adalah EUR 152,2 juta , naik dari EUR 101,0 juta pada tahun 2008 ."
237,positive,"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .","Pendapatan bunga bersih adalah EUR 39,3 juta, naik dari EUR 32,7 juta."
238,positive,Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,"Penjualan bersih Bisnis Minyak Nabati naik menjadi EUR 10,6 juta dari EUR 10,1 juta."
239,positive,"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .","Penjualan bersih Nokia Multimedia mencapai EUR 5,7 miliar, naik 45% dari periode yang sama tahun 2005."
240,positive,Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,"Pendapatan operasional naik menjadi EUR 696,4 juta dari EUR 600,3 juta di tahun 2009 ."
241,positive,"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .","Laba operasional grup Kauppalehti naik menjadi EUR 1,5 juta dari EUR 1,3 juta , dan Marketplaces menjadi EUR 1,3 juta dari EUR 1,0 juta pada kuartal ketiga tahun 2006 ."
242,positive,Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,"Laba operasional naik dari EUR 1,94 juta menjadi EUR 2,45 juta ."
243,positive,Operating profit rose to 22.1 mln eur from 19.9 mln .,"Laba operasional naik menjadi 22,1 juta euro dari 19,9 juta euro."
244,positive,Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,"Laba operasional naik menjadi EUR 1,6 juta dari EUR 1,1 juta pada periode yang sama tahun 2006 ."
245,positive,Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,"Laba operasional naik menjadi EUR 103,4 juta dari EUR 23,2 pada periode yang sama tahun 2006 ."
246,positive,Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,"Laba operasional naik menjadi EUR 13,5 juta dari EUR 9,7 juta pada periode yang sama tahun 2006 ."
247,positive,Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,"Laba operasional naik menjadi EUR 26,7 juta dari EUR 14,9 juta pada periode yang sama tahun 2006 ."
248,positive,Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,"Laba operasional naik menjadi EUR 27,8 juta dari EUR 17,5 juta di tahun 2008 ."
249,positive,Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,"Laba operasional naik menjadi EUR 3,2 juta dari EUR 1,0 juta pada periode yang sama tahun 2008 ."
250,positive,Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,"Laba operasional naik menjadi EUR 4,7 juta dari EUR 3,6 juta."
251,positive,Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,"Laba operasional naik menjadi EUR 4,7 juta dari EUR 4,6 juta."
252,positive,Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,"Laba operasional naik menjadi EUR 9,2 juta dari EUR 6,8 juta pada periode yang sama di tahun 2007 ."
253,positive,Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,"Laba operasional naik menjadi EUR2 ,4 juta dari EUR1,6 juta tahun sebelumnya ."
254,positive,"Operating profit surged to EUR21m from EUR106 ,000 .",Laba operasional melonjak menjadi EUR21 juta dari EUR106.000.
255,positive,"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .","Laba operasional mencapai EUR 37,7 juta , naik sedikit dari EUR 37,2 juta pada periode yang sama tahun 2006 ."
256,positive,"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .","Laba operasional mencapai EUR 5,5 juta, naik dari EUR -0,7 juta."
257,positive,"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .","Laba operasional adalah EUR 11,4 juta, naik dari EUR 7,5 juta."
258,positive,"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .","Laba operasional adalah EUR 139,7 juta, naik 23% dari EUR 113,8 juta."
259,positive,"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .","Penerimaan pesanan tumbuh sebesar 40% tahun-ke-tahun dan 30% tahun-ke-tahun, masing-masing, menjadi EUR 576 juta dan EUR 1,7 miliar untuk periode Januari-September dan Juli-September 2010 masing-masing."
260,positive,Orders received grew by 55 % year-on-year to EUR732m .,Pesanan yang diterima tumbuh sebesar 55% tahun-ke-tahun menjadi EUR732 juta .
261,positive,Orion Pharma 's operating profit increased by 42.5 % from 2004 .,"Laba operasi Orion Pharma meningkat 42,5% dari tahun 2004 ."
262,positive,Passenger volumes rose by 8.4 % in the accounting period .,"Volume penumpang naik sebesar 8,4% pada periode akuntansi."
263,positive,Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,"Pendapatan terkait penumpang naik 5,1% menjadi EUR 460,8 juta dari EUR 438,5 juta di 2009 ."
264,positive,"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .","Siaran pers 9 Oktober 2009 Ruukki telah menandatangani kontrak pengiriman dan pemasangan struktur baja untuk jembatan di atas selat Kyronsalmi di Savonlinna, Finlandia."
265,positive,Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,"Laba sebelum pajak naik menjadi EUR 0,6 juta dari EUR 0,4 juta pada periode yang sama tahun 2005 ."
266,positive,"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",Laba sebelum pajak naik menjadi EUR 1.019 juta dari EUR 1.007 pada periode yang sama tahun 2005 .
267,positive,Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,"Laba sebelum pajak naik menjadi EUR 17,8 juta dari EUR 14,9 juta pada tahun 2005 ."
268,positive,"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .","Laba sebelum pajak mencapai EUR 397,4 juta , naik dari EUR 164,7 juta ."
269,positive,"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .","Sebelumnya, perusahaan telah mengarahkan pertumbuhan EBIT dan penjualan masing-masing sebesar 20% dan 10% untuk tahun ini."
270,positive,Previously the company has estimated its operating profit to reach the level of 2005 only .,Sebelumnya perusahaan memperkirakan laba usaha hanya mencapai level 2005 saja.
271,positive,"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .","Laba untuk periode tersebut berjumlah EUR 39,4 juta , naik dari EUR 33,9 juta pada periode yang sama tahun 2006 ."
272,positive,"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .","Laba untuk periode tersebut adalah EUR 5,9 juta, naik dari EUR 1,3 juta."
273,positive,"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .","Laba untuk periode tersebut adalah EUR 9,8 juta , naik dari EUR 6,0 juta pada tahun 2004 ."
274,positive,Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,"Pendapatan tumbuh 12 persen menjadi (x20ac) 3,6 miliar (US$ 4,5 miliar)."
275,positive,"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .","Pendapatan pada Juli hingga September tumbuh 14 persen menjadi ( EURO ) 467 juta dari tahun sebelumnya , kata perusahaan itu Kamis ."
276,positive,Revenues at the same time grew 14 percent to 43 million euros .,Pendapatan pada saat yang sama tumbuh 14 persen menjadi 43 juta euro.
277,positive,"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .","Ruukki telah menandatangani kontrak untuk mengirimkan dan memasang struktur baja untuk jembatan di atas selat Kyronsalmi di Savonlinna, Finlandia."
278,positive,"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .","Penjualan di Amerika Latin meningkat sebesar 42% menjadi EUR 432mn , dan total 8,7 juta perangkat seluler terjual di area tersebut , mewakili peningkatan sebesar 32% dari periode yang sama tahun 2009 ."
279,positive,Sales of clothing developed best .,Penjualan pakaian berkembang paling baik.
280,positive,Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,"Penjualan bersih Sanoma Magazines Finland tumbuh menjadi EUR 140,1 juta dari EUR 131,8 juta."
281,positive,"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",Laba bersih Satama untuk kuartal ketiga tahun 2007 naik menjadi 275.000 euro ($ 395.000) dari 270.000 euro ($ 388.000) untuk periode yang sama tahun 2006.
282,positive,"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .","Bagian: Berita Regional-Permintaan lalu lintas Asia Finnair, diukur dalam kilometer penumpang, naik 34,9% pada Agustus dibandingkan tahun lalu."
283,positive,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .","Svyturys-Utenos Alus, yang dikendalikan oleh grup Nordic Baltic Beverages Holding (BBH), membukukan pertumbuhan penjualan bir sebesar 6,1 persen untuk Januari-September menjadi 101,99 juta liter."
284,positive,That would be an increase from estimated sales of 117 million last year .,Itu akan meningkat dari perkiraan penjualan 117 juta tahun lalu.
285,positive,The agreement expands Tekla Structures ' scope of use to bridge design .,Perjanjian tersebut memperluas cakupan penggunaan Tekla Structures untuk desain jembatan.
286,positive,The aim is to increase sales by at least one fifth in 2006 .,Tujuannya adalah untuk meningkatkan penjualan setidaknya seperlima pada tahun 2006 .
287,positive,"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .","Rantai membukukan penjualan 298 juta euro untuk 2005 penuh, naik 19,5 persen, tahun-ke-tahun."
288,positive,The company expects its net sales in 2008 to increase 5-10 % from 2007 .,Perusahaan mengharapkan penjualan bersih pada tahun 2008 meningkat 5-10 % dari tahun 2007 .
289,positive,The company expects its net sales in the first half of 2008 to reach the previous year 's level .,Perusahaan mengharapkan penjualan bersih pada semester pertama 2008 mencapai level tahun sebelumnya.
290,positive,"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .",Perusahaan sedang dalam proses membangun armada baru dan telah memesan 10 kapal tanker P-Max 65.200 dwt.
291,positive,"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .","Pendapatan operasional perusahaan (EBIT) mencapai EUR 0,0 juta, naik dari EUR -0,3 juta tahun-ke-tahun."
292,positive,The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,"Prospek EPS meningkat sebesar 5,6 persen untuk 2007 dan 7,0 persen untuk 2008 ."
293,positive,"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .","Nilai wajar dari properti investasi berjumlah EUR 2.534,9 juta , naik dari EUR 2.455.1 juta pada tahun 2006 ."
294,positive,"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent .","Pemerintah Finlandia mengumumkan Rabu bahwa mereka menjual 32 persen saham di kelompok kimia dan pupuk Kemira Oyj seharga (x20ac) 655,6 juta ($890US juta), membuat harga saham perusahaan naik 6 persen."
296,positive,"The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) .","Perusahaan Jerman itu juga telah menandatangani perjanjian berbagi kode dengan anggota Oneworld lainnya -- American Airlines Inc , bagian dari AMR Corp ( NYSE : AMR ) yang berbasis di AS ."
